nama_tempat,review
Geprek Kak Rose - Sukun,pelayanan lama poll makanan gk begitu enak seperti kak ros lainya sambel gk enak
Geprek Kak Rose - Sukun,"mantapp solusi lapar kapan sajaa,, mungkin agak dipercepat merapikan tempat orang habis makan"
Geprek Kak Rose - Sukun,"Kalau makan disini selalu nasinya kyk bubur. Sambal bawang selalu habis. Menu selalu kurang, kasir tidak mndengarkan pesenan dg baik"
Geprek Kak Rose - Sukun,"bumbu gulenya cenderung cair kek air, ngga kyk kak rose biasanya, tehnya kerasa jelas klo serbuk kek teh sisri"
Geprek Kak Rose - Sukun,"Ayam geprek kota, 20k belum sama minum, Sambel cuma satu sendok, Rasa biasa aja, Ya semoga aja masih terus bisa bersaing dengan kompetitor lain. Thx for bad food"
Geprek Kak Rose - Sukun,"Ayam nya kurang krispy, lembek, nasi nya juga
Lembek banget, bumbu kuning nya encer banget kayak kebanyakan air, tolong management nya dong yaa…"
Geprek Kak Rose - Sukun,"Saya pesan untuk di bawa pulang, sudah nunggu lama di sini, ternyata ada orang baru pesan langsung di layani dan langsung dapat makanan. Emang sebegitunya kah kak rose sekarang ?? Yg duluan di terakhirin yg terakhir di dulu in . Nyesel dan gak akan pesan disini lagi apalagi pelayanan yg seperti itu. Ampunnn dahh.
Pindah geprek lain aja gak worth it sama sekali"
Geprek Kak Rose - Sukun,"Geprek andalan anak kos inimah. Nasi, sambal, dan bumbu bisa ambil sendiri kalo dine in.
Sayangnya tempat kurang bersih"
Geprek Kak Rose - Sukun,"Lantai dua kotor banget, sisa piring ga diberesin, wastafel kotor, lantai berminyak licin.. klo kotor ga nafsu makan dong.. tolong diperhatikan lagi ya"
Geprek Kak Rose - Sukun,Sangat bagus dan enak dan banyak dan nyaman dan menarik
Geprek Kak Rose - Sukun,"Beli Online Via Grab, perut dah laper banget. Eh pas datang nasi nya lembek.
Malah jadinya harus nunggu nasi mateng lagi.
Tolong kalo buat dijual nasi nya yang layak makan sedikit, nasi kaya bubur"
Geprek Kak Rose - Sukun,"mirah, enak, kalau makan ditempat nasi sepuasnya, laos dan gule free"
Geprek Kak Rose - Sukun,Mohon maaf ini makan kok ngk ada daging nya gimana sih dikasih tulang crispy nya doang. Mohon maaf saya kasihh air nasi nya sekali lagi mohon baik² kalok menyiapkan hidangan OKEYY
Geprek Kak Rose - Sukun,Pernah dine in. Pesen telur krispi tapi dapetnya mirip telur dadar biasa. Ini nih kalau minyak belum panas sekali telur lgsg nyemplung hasilnya ya nggak ada kress nya. Mau protes kasian sm petugasnya. Biar jd pembelajaran aja.
Geprek Kak Rose - Sukun,"Dine in tempatnya kotor sekali , wastafel tempat cuci tanganya kotor dan bau .
Untuk pelayanan oke tp untuk dine in mending take away aja ."
Geprek Kak Rose - Sukun,Nasi sekarang gak bisa ambil sendiri ya ternyata udalah porsi sedikit
Geprek Kak Rose - Sukun,"Mantap bgt biasanya kalo ke kak rose cuma pesen geprek crispy, kali ini cobain chicken kiw kiw enak sih cuma daging ayamnya MasyaAllah tuipis bangettt🥲"
Geprek Kak Rose - Sukun,"tempat dine in nya kotor banget di atas, jorok, tolong diperbaiki padahal rasa udah lumayan enak"
Geprek Kak Rose - Sukun,"ini cah jamur rasanya bawang doang, kuahnya bening banget. kayak gini ga layak banget disebut cah jamur
dulu beli di bend.sutami enak dan rasanya medok. lha ini, apa apaan ini. bintang 1 aja gak layak ini mah"
Geprek Kak Rose - Sukun,"cocok banget nih buat anak kost soalnya banyak promo, sambalnya juga bisa nambah, dan ada wifi jadinya enak buat nugas. top pokoknya"
Geprek Kak Rose - Sukun,"Pelayanan bagus, cepat, tapi kurang mendengarkan request an pembeli
Minta ayam digeprek tp tidak digeprek"
Geprek Kak Rose - Sukun,"Gak nyaman sama toiletnya masa ada celah di pintunya gede lagi yang mana itu keliatan dari luar sad banget mohon diperhatikan sangat ga nyaman😭baru sadar pas keluar toilet , mana ada kryawan nya lagi pas kluar toilet gatau ngapain ah sudahlah ga lagi kesini"
Geprek Kak Rose - Sukun,"Geprek Crispy ges ya, apanya yg digeprek ? Ini mah namanya ayam krispi
Kalo gangerti istilah GEPREK, jgn pake nama Geprek kak Rose.
Daftar menu tuh diperbarui jg,menu lama masih aja dipajang"
Geprek Kak Rose - Sukun,"Min coba cek yang sift malam, gak sop sama sekali"
Geprek Kak Rose - Sukun,"Ini kak rose sukun perlu Eval orang dapur, pelayanan lama situ masak apa bikin rumah???, Pelayanan Lama bgt, lemot, lelet, dari laper dah kenyang lagi makan emosi"
Geprek Kak Rose - Sukun,Pertama kali nyoba ayam geprek ini dan langsung makan di tempat. Awalnya tergiur banget dengan salah satu menunya yg kliatan oke banget tp syg udah dihapus dari daftar menu 🥲. Tapi mereka keluarin menu baru yg ayam moza dan mie geprek. Henak lah. Porsi rice bowlnya itu g main² buat sekali makan dah kenyang banget. Harganya murah tapi rasanya gak murahan.
Geprek Kak Rose - Sukun,"banyak promoooo cocok buat anak kos, bisa juga sambil nugas karna ada wifi nyaa"
Geprek Kak Rose - Sukun,"Lelet...!
Harusnya driver food datang sudah tau orderannya... Ini malah gak tau apa apa... Malah nanya persenan nya apa?!?! Heloo buang waktu berapa menit kalian!!!!??"
Geprek Kak Rose - Sukun,"Suka tempatnya cukup luas . Pelayanan juga ramah, harganya murah, wastafel juga sudah ada di kedua lantainya. Untuk porsi ayamnya cukup besar dan pastinya bebas ambil untuk nasi, bumbu, dan serundeng nya. Tersedia juga free wifi, tinggal tanyakan ke staff untuk kata sandinya. Untuk lokasi parkirnya di depan jadi satu dengan parkir ruko lainnya"
Geprek Kak Rose - Sukun,"Lauk dingin kaya makan sisa kemarin.. nasi lemes kaya bubur, yang lebih parahnya tehnya dari teajus, krna saya pernah bikin teajus jadi paham betul. Ga modal banget, kalah sama warung kampung. 2 orang habis 41rb. Mending kalian makan di ayam tulang lunak saja dengan harga yang relatif kurang atau lebih tp rasa tehnya masih WAJAR bukan teajus. atau lalapan di sekitar rumah kalian. G ada enak2nya nya disini, sangat sangat biasa rasanya. Harga wajarnya makan disini harusnya 15rb makan dan teh dengan semua penilaianku. Sekian"
Geprek Kak Rose - Sukun,"Kaget pertama kali kesini , beli 2porsi 50rb ayam nya keras tepung tok, sambel cuma sedikit, harga mahal,tempat kotor, nasi agak lembek kaya bubur. Nunggu juga agak lama .. pegawai kurang ramah sekali. Sempat ada yang protes langsung juga tadi . Mslh refill an habis smua"
Geprek Kak Rose - Sukun,"Langganan dari jaman kuliah, karena murah, enak & banyak. Nasi & es teh bisa refill sepuasnya. Sayangnya ayamnya makin kesini makin kecil. Semoga bisa jadi perbaikan"
Geprek Kak Rose - Sukun,"Tolong staff nya dikondisikan ,rambut staff laki"" sudah panjang sangat mengganggu kenyamanan customer banyak yg ngomongin karna handle makanan sambil usap"" rambut terus jadi terlihat tidak hygiene ,tidak grooming , mau makan jadi ga nafsu karna udah liat pemandangan begitu"
Geprek Kak Rose - Sukun,"enak banget anjayyyy, timaaciii kaka kakaaa, i love kak roseeee😘💗💗💖💖"
Geprek Kak Rose - Sukun,Cocok untuk teman teman yang lambung nya se tanky pertamina
Geprek Kak Rose - Sukun,"Mbak mas crew nya ramah banget. Makanannya hangat, sambelnya pedes mantep semua bintang 5 pokoknya!!"
Geprek Kak Rose - Sukun,Kasirnya ramah banget pelayanan cepat makanannya juga hangat semua rasanya mantapp gaes tempatnya nyaman bersih
Geprek Kak Rose - Sukun,jawaban dari admin geprek kak rose ini terkesan template dan tidak ada perbaikan layanan yg serius.. dan disini ada parkir auto 2000
Geprek Kak Rose - Sukun,"Nipu pegawai nya,,,,tulisan nya refil/gratis nasi dan teh untuk 1 kali pembelian ,,,kok di suruh bayar teh nya, trus lagi tisu untuk makan di lantai 2 habis,,kinerjanya gak jelas mereka,,jadi males n kapok beli ke sana lagi..."
Geprek Kak Rose - Sukun,"Tolong bagi management Geprek Kak Ros Sukun untuk lebih memantau kinerja karyawannya, beberapa kali order chiken hokage, dg keterangan sambal dipisah, tp selalu saja d campur, dan pembelian online selalu tidak diberikan nota pembelian, jd tidak dapat dilakukan komplain, tolong untuk pihak management menempatkan karyawan bagian menerima order yg bisa membaca dg baik. Terima kasih."
Geprek Kak Rose - Sukun,Pelayanannya parah lama banget 👎👎
Geprek Kak Rose - Sukun,"Pelayanan lama sekali, bisa di improve untuk kualitas crew yang sedang bekerja. Saya datang pagi hari untuk mencari sarapan namun harus menunggu 30 menit untuk makanan disajikan. Kita sama sama bekerja jadi tolong saling menghargai"
Geprek Kak Rose - Sukun,"makan di tempat buat sahur, pesan ayam geprek sambel bawang pelayanan hampir satu jam:("
Geprek Kak Rose - Sukun,Aku barusan makan tapi sambel bawangnya  kecut kayak sambel udah basi mana sekarang beli esteh tapi di suruh ambil yang di refill pelayanan buruk makanannya juga buruk
Geprek Kak Rose - Sukun,Saya pesan makan ditempat terus nunggu lamaa. Padahal di outlet jg tidak terlalu ramai yg mau makan. Seharusnya lebih mengutamakan yg makan ditempat dulu. Minta tolong diperbaiki untuk pelayanan sama pelanggan. Jika perlu ditambah lagi untuk karyawan nya
Geprek Kak Rose - Sukun,"Pelayanan sangat tidak ramah, kecewa sekali. Sudah tau ada customer dateng bukannya malah disambut dengan ramah malah diabaikan, sebagai customer juga bisa lihat kalau pesanan yg dikerjakan masih banyak, tetapi minimal bisa ngomong kan untuk bilang “Ditunggu sebentar ya kak”. Bukan malah diam dan mengabaikan giliran dipanggil sama customer tetap tdk ada jawaban dan respon sama sekali"
Geprek Kak Rose - Sukun,"Saya seorang driver ojol.jam 00.00 saya dapat orderan trus saya menuju resto.Setelah saya disuruh nunggu 10mnt dengan alasan pergantian ship karyawan.Klu nunggu 10mnt + membuatkan pesanan saya itu bisa"" saya nunggu 30 mnt mendingan cancel aja.ngk dapat orderan resto ini ngk masalah juga......sistem kerja apa ini namax"
Geprek Kak Rose - Sukun,"Maaf tidak seenak geprek kak rose cabang sigura-gura/kalpataru.dari segi ayam kecil dan tidak hangat, dgn harga lebih mahal sedikit dan ketambahan pajak ini sangat mengecewakan, dari rasa juga hambar dan dari ayam nya kurang mengeluarkan rasa, seperti ayam kentucky biasa, bukan ayam geprek pada umumnya, agak kaget mungkin beda pasar, tapi maaf saya rating buruk, karena emng mengecewakan, apalagi saya pecinta geprek kak rose, semoga bisa di perbaiki untuk sop produk nya biar sama2 enak dgn cabang lain, sama satu lagi kasir nya memberikan nota tidak sesuai dgn pesenan, Terima kasih🙏"
Geprek Kak Rose - Sukun,"Pelayanan kurang teliti alasan struk hilang, driver juga kerja bos konsumen juga nunggu"
Geprek Kak Rose - Sukun,"Banyak promosi asik buat anak kos, ada wifinya jugaa enak buat nugas"
Geprek Kak Rose - Sukun,"Betah bgt aku di sini, ada fasilitas wifinyaa jd bisa sambil nugass ga perlu khawatirr"
Geprek Kak Rose - Sukun,"Biasanya makan di deket kampus dan cba di cabang lain kok beda bgt. Pas makan di tempat, tempat nya bener² kotor bgt, lantainya tipe yg kyknya gk di pel. Karna dateng siang setidaknya bersih dikit gtu tpi ini tuh kotor bgt pdhl jga lgi sepi² nya dateng kesitu."
Geprek Kak Rose - Sukun,"menunya enak enak dan murah, ga pernah bosen makan disinii, pasti kalo bikin menu sambal matah pasti enak banget😍😍😍"
Geprek Kak Rose - Sukun,Pelayanan tidak ramah sama sekali
Geprek Kak Rose - Sukun,"berkali kali beli di sini sambel koreknya habis muluk, seharusnyakan kalau sudah tinggal dikit segera buatin jangan nunggu  habis dan gak mau segera buatin, & rasa sambel tidak pedasnya berubah ubah tidak konsisten seharusnya rasanya seperti korek tapi tidak pedaskan, tapi ini malah berubah ubah rasanya."
Geprek Kak Rose - Sukun,"pelayanan kurang baik kadang lumayan lama, tempatnya kotor kayak jarang dibersihin.
kalau pesen takeaway kondisi hujan cuman dikasih kresek 1 enggak didobel."
Geprek Kak Rose - Sukun,"Makanan nya enak harganya terjangkau dan pelayanan cepat, untuk tempat nya cukup luas saya pernah booking untuk 40 orang di lantai 2 dan ternyata masih muat dan sisa banyak tempat."
Geprek Kak Rose - Sukun,"Terlalu lama
Lantai kotor
Makanan gak selalu ready
Pernah nunggu 1 jam
Mohon di tingkatkan kinerja di restonya

Note : Kasih yang terbaik buat pelanggan oyi a bos!!"
Geprek Kak Rose - Sukun,enak sekali langganan mahasiswa
Geprek Kak Rose - Sukun,"Pelayanan lama ,sekelas geprek aja nunggu sampai gag lapar lagi,klu orderan melimpah sih wajar ,la ini sepi tapi proses e kok lama ,dan lagi pegawai lemot semua,klu lapar bener mending cari geprek lain.karyawan gag ada yg kompeten sama sekali."
Geprek Kak Rose - Sukun,"Rumah makan Geprek Kak Rose merupakan destinasi yang luar biasa bagi pecinta kuliner. Dari sambalnya yang pedas dan lezat hingga ayam geprek yang renyah dan lembut, setiap suapan adalah perpaduan sempurna antara rasa dan tekstur yang memukau. Pelayanan ramah dan suasana yang hangat menambah nilai plus pada pengalaman bersantap di tempat ini. Jika Anda mencari cita rasa pedas yang autentik, tidak ada pilihan yang lebih baik daripada rumah makan Geprek Kak Rose."
Geprek Kak Rose - Sukun,"Pertama kali makan di Ayam Geprek Kak Ros cabang Sukun Malang tempatnya bersih, pelayanannya ramah, makanannya enak, self servis nasi ambil sendiri & free teh reffil cocok buat kumpul bareng keluarga, pacar, teman dan harga terjangkau pokoknya recomended disaat lapar bestie."
Geprek Kak Rose - Sukun,bisa bayar pakai gopay/spay ada cashbacknya
Geprek Kak Rose - Sukun,Bisa bayar pakai gopay/shopeepay dan dapet cashback
Geprek Kak Rose - Sukun,"Pelayanan nya lama tidak di kasih tau di awal pemesan kalau harus nunggu rose wings nya digoreng
Baru di kasih tau saat kita sudah menunggu lama pesan jam 20.55 sampai jam 21.22 pesan belum juga selesai"
Geprek Kak Rose - Sukun,"27 April 2022 17.34 saya dine in untuk berbuka puasa. kasir bilang bahwa estimasi waktu kira2 30 menit. baiklah saya tunggu diatas. 17.51 saya turun ke bawah untuk ambil antrian makanan. ternyata masih banyak yang belum dapat antrian makanan. okelah dimaklumi, hingga pukul 18.24 makanan saya pun belum jadi, agak emosi juga karena perut sudah lapar. dan syok karena denger petugas bilang nasi habis dan belum matang. waduh. dan terlihat di dapur yang masak nasi, baluri ayam krispi, goreng ayam hanya 1 orang.

SARAN :
kepada pihak manajemen dan crew diperhatikan estimasi waktunya, memasak nasi, menggoreng ayam. dengan keadaan tersebut, riweuhnya crew tadi hanya 3 orang, dan didapur 1 orang. saya menyarankan bisa menambah crew dapur! bisa kan kalau menambah 2 atau 3 orang lagi?,

kotak saran juga tadi diarahkan didepan. sudah ke depan eh kebacanya kotak lamaran?????? bukan saya saja kan yang bacanya begitu? WKWKWKWKWK🤣"
Geprek Kak Rose - Sukun,"ayam nya gede, sambelnya enak - gabisa Refill , kondimen nya ganti terus , kadang serundeng kadang kuah gule, tempatnya nyaman sampai lantai 3 , cuma lantai nya berminyak, lantai saja agak pengap , tapi makanannya murah enak nasi nya panas banget karena lembek"
Geprek Kak Rose - Sukun,"Pelayananya sangat lama sekali sampai set jam, di dahulukan yang take away padahal pesan dulu, karyawan tidak ramah sekali"
Geprek Kak Rose - Sukun,Pesan dr shopee malajh gk ada sambelnya. Pdhal itu yg dicari
Geprek Kak Rose - Sukun,"Sangat direkomendasikan untuk klue pencarian ""makan murah""
Lokasi di ruko depan pasar sukun.."
Geprek Kak Rose - Sukun,"pesanan datengnya lama.pesen jam 10 datengnya jam set 11, pantes agak sepi.tertulis makanan datang 10mnt lebih dpt gratis tpi kenyataan nggk, alasan ini lah itulah , ubah peraturan aja klo gitu. improve timnya biar cpt buat pesenan"
Geprek Kak Rose - Sukun,"Delivery order dari jam 4 sampe jam 6 blum datang juga, ga niat"
Geprek Kak Rose - Sukun,"lantai 2 kotor banget, tempatnya pengap, gak keurus, sisa makanan sprti tulang ayan msh ada di meja. buat gak nafsu makan..
saya pesan geprek mozza taunya yg dateng cuma ayam krispi dikasih mozza doang tanpa digeprek.
sangat menyesal makan disini!!"
Geprek Kak Rose - Sukun,"makanannya sih oke, rasanya ga berubah sejak awal buka. tapi lantai 2 nya kotor. piring bekas pelanggan banyak yg belum diambil, lantainya kotor, wastafelnya apalagi, banyak kerak makanan. mohon lebih diperhatikan lagi untuk kebersihannya."
Geprek Kak Rose - Sukun,"pesan makan dari jam set 1 smpai jam 1 lebih baru selasai,
sengaja duduk d depan yg masak, pas waktu pesan menu tmbhan dimsum,  gk d masak"". pdhal panci yg d buat manasin dimsum aku liat dari awal duduk lagi kosong, kok gk d masak

jujur nyesel beli mkan langsung k outlet untuk proses.nya sma"" kek beli lewat ojol, trlalu buang"" waktu, yg awal.nya laper smpai gk mood makan
ta1 emng pelayanan outletnya"
Geprek Kak Rose - Sukun,"Kali ini sangat kecewa sama pesanannya, saya pesen dua ayam ala carte sama mie geprek. Saya kalau order selalu kasih note untuk minta ayam yang hangat dan sambelnya diganti sambel korek eh tapi pesanan kali ini datengnya agak mengecewakan. Ayam ala carte saya dua2 nya gosong dan kayaknya ini ayam kemarin yang di goreng ulang dan bener2 ga fresh banget. Baru kali ini kecewa banget next nya tolong jangan kasih ayam yang begini yaa ini udah ga layak makan si keras banget soalnya ayamnya."
Geprek Kak Rose - Sukun,"Kalau di liat beberapa cabang sudah mulai tutup dan tidak ada maintenance,terhadap permasalahan yg sering terjadi
Produk knowledge
Service time
Attitude
Padahal kak rose sudah menjadi pionir ayam geprek kala itu menyaingi kompetitor nya ayam nelongso
Sekarang malah jauh dari kata baik."
Geprek Kak Rose - Sukun,"Tiap beli pasti menu yang termurah di bilang habis, secara gak langsung konsumen di giring ke pilihan menu yang agak mahal(strategi marketing) ,terpaksa beli yang lebih mahal untung uang cukup.kalau seperti ini terus saya yakin konsumen gak bakalan balik lagi.. Pelayanan lama(hampir 20menit), di bacaan ada tulisan lebih dari 10menit dapat gratis, tapi saya gak komplen malas,, uda lama gak ada kata2 mohon maaf lagu.. Ini suara konsumen.. Gak mau jadi langganan lagi,kapok, tempat kotor tidak cepet dibersihkan"
Geprek Kak Rose - Sukun,"Enak. Selalu jadi andalan di saat makan siang beli lewat gofood/grab. Recommended untuk makan murah. Favoritku sego girang, dulu dapet bonus es teh sekarang enggak..
Sambel koreknya ajibbb sambel bawangnya pedes mantull cocok sama masakan gepreknya, nasinya menul2 putih dan enak, jamur crispinya gurihh, ayamnya juga sedep merasuk bumbunya

Sekarang nambah menu mie milenial sm zelenial, rasanya hampir sama kyk mie iblis dan mie setannya gac*an. Tapi proses memasak mie lama, jadi kadang driver menunggu lama"
Geprek Kak Rose - Sukun,"berkali kali sambel korek habis gk segera di buat lagi bahkan sampai saya tanya ""apa sambel koreknya masi di proses? saya tunggu gpp"" eh kasirnya malah jawab gak tau mau di proses kapan, padahal orng orng yg beli kak ros itu 99% paling suka sambel korek pedas"
Geprek Kak Rose - Sukun,"Untuk es teh bayar si gak masalah, cuman untuk kuah gulai nya dibikin free lah kayak yang si sumbersari samain gitu."
Geprek Kak Rose - Sukun,"Rasa Ayam seperti biasa nya , menunggu nya agak masyallah yaa lumayan lama ,, trus pas makan di lantai 2 nya banyak piring2 kotor yg belum dibersihkan padhal saat itu di lantai 2 hanya ada 4 pengunjung sudah termasuk saya"
Geprek Kak Rose - Sukun,"Dah 2 kali terakhir ke tempat ga ada serundeng sm gulai, yg pertama kirain karna udh lumayan malem jd pada abis, eh pas kedua kali ke lokasi siang hari ttp ga ada tu gulai sm serundeng"
Geprek Kak Rose - Sukun,"Banyak promosi, cocok buat anak kos"
Geprek Kak Rose - Sukun,"Tempat makan kotor banget , jadi nggak nafsu makan"
Geprek Kak Rose - Sukun,"Ayamnya ga ada dagingnya,sambelnya cabenya ungkul ga ke gerus dengan baik ga alus lek ngulek, masa ayam geprek sambelnya cabe utuh ga masukk
Tidak bisa untuk di beli kembali karna tidak worth it"
Geprek Kak Rose - Sukun,"Maaf ya kali ini saya kecewa beli Korean spicy ayamnya dingin saosnya jg dingin ,dimsum kejunya agak kecut kalau pelayanan lama saya maklumi karena karyawannya cm 2 posisi rame kasihan cm minta tolong kualitasnya dijaga dong kita langganan setia loh 2x ini kecewa karena ayamnya dingin gaenak makan ayam bersaus tp gak anget tuuuhhh
Tolong diperbaiki lagi ya kak rose kualitasnya jangan diturunin"
