Mata Pelajaran,Soal,Jawaban,Skor,Keterangan
Pendidikan Pancasila,"Pada salah satu bait di kitab tersebut (sutasoma) terdapat kalimat yang kemudian kita jadikan sebagai semboya Republik Indonesia, yakni ""Bhinneka Tunggal Ika"" yang berarti berbeda-beda, tetapi tetap satu jua. Semboyan bhinneka tunggal ika merupakan respon dari Mpu Tantular terhadap?","Banyaknya perbedaan pada warga Indonesia dari suku, Ras, adat istiadat, bahasa dan masih banyak lagi yg membedakan warga dan beda daerah tetapi tetap bersatu.",0,Jawaban Siswa
Pendidikan Pancasila,narasikan apakah itu bhineka tunggal ika?,"Bhineka Tunggal Ika adalah kalimat yang berasal dari kitab sutasoma), yang Di jadikan untuk landasan Semboyan Republik Indonesia",10,Jawaban Siswa
Pendidikan Pancasila,Bhinneka tunggal ika tan hana dharma mangrwa. Coba cari makna atau arti dari kalimat tersebut!,Keberagaman dan kesatuan,0,Jawaban Siswa
Pendidikan Pancasila,Indonesia adalah negara yang memiliki penduduk heterogen dengan wilayah kepulauan yang terdiri atas belasan ribu pulau yang satu sama lain dipersatukan oleh selat dan laut. Coba jelaskan apa makna yang terkandung dalam hubungan bangsa Indonesia dengan bhineka tunggal ika?,"walaupun Indonesia belasan ribu pulau di persatukan oleh Bhineka Tunggal Ika yg artinya walaupun berbeda tetapi tetap satu jua. Maksudnya walaupun beda pulau kita tetap satu perjuang, satu darah dalam suatu negara.",5,Jawaban Siswa
Pendidikan Pancasila,Apakah sebenarnya makna dari BHINEKA TUNGGAL IKA dalam kitab sutasoma tersebut?,"Bhineka Tunggal Ika ialah keberagaman yg ada dalam Indonesia tersebut dari Ras, Suku, agama, adat istiadat dan kesatuan yg sangat solid di Indonesia.",0,Jawaban Siswa
Pendidikan Pancasila,"Makna bhinneka tunggal ika secara kontekstual ialah perbedaan dalam keberagaman dan merupakan kesatuan dari bangsa Indonesia. Kalimat bhinneka tunggal ika mengandung dua unsur, yaitu keberagaman dan kesatuan. Jelaskan!","yang di maksud keberagaman dan kesatuan ialah keberagaman yang berada dalam Indonesia sangat lah banyak dari suku, ras, bahasa, adat, dan agama, sedangkan kesatuan ialah warga indonesia sangatlah rukun dan bersatu jika ada bencana atau hal hal buruk warga Indonesia akan bersatu untuk mengumpulkan donasi.",5,Jawaban Siswa
Pendidikan Pancasila,Apa yang kalian ketahui tentang system ekonomi Pancasila?,sistem ekonomi pancasila ialah sistem yg ekonomi  yg diambil dari makna pancasila itu sendiri,5,Jawaban Siswa
Pendidikan Pancasila,Jelaskan apa makna penting dari gotong royong?,Makna penting Gotong royong ialah Buat orang yg melakukan suatu hal dalam jumlah banyak,0,Jawaban Siswa
Pendidikan Pancasila,"Konsep gotong royong mengandung makna bekerja sama secara nyata, baik secara fisik maupun nonfisik. Jelaskan apa yang dimaksud dengan gotong royong fisik dan nonfisik! Berikan contohnya!","Gotong royong fisik ialah yang dilakukan secara langsung di tkp contohnya membersihkan selokan, lapangan dan masih banyak lagi yang lainnya. Gotong royong non fisik ialah gotong royong yang dilakukan tidak secara langsung yg dilakukan tidak menggunakan fisik, contoh bergotong royong mengumpulkan donasi untuk bencana.",5,Jawaban Siswa
Pendidikan Pancasila,"Sebagai identitas budaya bangsa Indonesia, tradisi gotong royong sarat dengan nilai-nilai luhur. Berikut ini nilai-nilai luhur yang terkandung dalam tradisi gotong royong, kecuali","Tidak menghargai perbedaan ras, Tidak bisa kerja sama, membuat onar ketika kegiatan gotong royong",10,Jawaban Siswa
Pendidikan Pancasila,"Pada salah satu bait di kitab tersebut (sutasoma) terdapat kalimat yang kemudian kita jadikan sebagai semboya Republik Indonesia, yakni ""Bhinneka Tunggal Ika"" yang berarti berbeda-beda, tetapi tetap satu jua. Semboyan bhinneka tunggal ika merupakan respon dari Mpu Tantular terhadap?",kitab sutasoma,0,Jawaban Siswa
Pendidikan Pancasila,narasikan apakah itu bhineka tunggal ika?,"Berbeda beda tetapi tetap satu jua yaitu mempersatukan bangsa Indonesia meskipun berbeda suku, ras, agama, dan budaya",5,Jawaban Siswa
Pendidikan Pancasila,Bhinneka tunggal ika tan hana dharma mangrwa. Coba cari makna atau arti dari kalimat tersebut!,Berbeda beda tetapi tetap satu jua,0,Jawaban Siswa
Pendidikan Pancasila,Indonesia adalah negara yang memiliki penduduk heterogen dengan wilayah kepulauan yang terdiri atas belasan ribu pulau yang satu sama lain dipersatukan oleh selat dan laut. Coba jelaskan apa makna yang terkandung dalam hubungan bangsa Indonesia dengan bhineka tunggal ika?,"Meskipun Indonesia memiliki belasan ribu pulau tetapi tetap bersatu berhubungan dengan bhinneka karena berbeda beda, tetap bersatu",5,Jawaban Siswa
Pendidikan Pancasila,Apakah sebenarnya makna dari BHINEKA TUNGGAL IKA dalam kitab sutasoma tersebut?,Perbedaan dalam keberagaman merupakan kesatuan dari bangsa Indonesia,0,Jawaban Siswa
Pendidikan Pancasila,"Makna bhinneka tunggal ika secara kontekstual ialah perbedaan dalam keberagaman dan merupakan kesatuan dari bangsa Indonesia. Kalimat bhinneka tunggal ika mengandung dua unsur, yaitu keberagaman dan kesatuan. Jelaskan!","Keberagaman yg artinya berbeda-beda, kesatuan yg artinya mempersatukan bangsa Indonesia",5,Jawaban Siswa
Pendidikan Pancasila,Apa yang kalian ketahui tentang system ekonomi Pancasila?,memberikan kehidupan yg makmur dlm masyarakat,0,Jawaban Siswa
Pendidikan Pancasila,Jelaskan apa makna penting dari gotong royong?,Bekerja bersama untuk tujuan bersama,5,Jawaban Siswa
Pendidikan Pancasila,"Konsep gotong royong mengandung makna bekerja sama secara nyata, baik secara fisik maupun nonfisik. Jelaskan apa yang dimaksud dengan gotong royong fisik dan nonfisik! Berikan contohnya!",gotong royong fisik merupakan gotong royong yg dilakukan di lingkungan masyarakat. Gotong royong nonfisik merupakan gotong royong yg dilakukan di dalam pekerjaan,5,Jawaban Siswa
Pendidikan Pancasila,"Sebagai identitas budaya bangsa Indonesia, tradisi gotong royong sarat dengan nilai-nilai luhur. Berikut ini nilai-nilai luhur yang terkandung dalam tradisi gotong royong, kecuali",Tidak mengikuti atau membantu gotong royong yg sudah direncanakan yg berdampak akan mempersulit gotong royong dan kurangnya rasa kebersamaan ,10,Jawaban Siswa
Pendidikan Pancasila,"Pada salah satu bait di kitab tersebut (sutasoma) terdapat kalimat yang kemudian kita jadikan sebagai semboya Republik Indonesia, yakni ""Bhinneka Tunggal Ika"" yang berarti berbeda-beda, tetapi tetap satu jua. Semboyan bhinneka tunggal ika merupakan respon dari Mpu Tantular terhadap?",terhadap masyarakat Mataram karena adanya perselisihan di tengah tengah perbedaan mereka Mpu Tantular ingin memberi nasehat kepada masyarakat bahwa mataram walaupun berbeda beda tetapi tetap satu,10,Jawaban Siswa
Pendidikan Pancasila,narasikan apakah itu bhineka tunggal ika?,"bhineka tunggal ika adalah salah satu bait yg ada pada kitab sutasoma yg artinya (berbeda-beda tetapi tetap satu) kemudian dijadikan sebagai semboyan bangsa Indonesia dgn lambang burung garuda, semboyan tersebut ada pada kaki burung garuda dengan pita",10,Jawaban Siswa
Pendidikan Pancasila,Bhinneka tunggal ika tan hana dharma mangrwa. Coba cari makna atau arti dari kalimat tersebut!,berbedabeda satu tujuan untuk kehidupan sosial,5,Jawaban Siswa
Pendidikan Pancasila,Indonesia adalah negara yang memiliki penduduk heterogen dengan wilayah kepulauan yang terdiri atas belasan ribu pulau yang satu sama lain dipersatukan oleh selat dan laut. Coba jelaskan apa makna yang terkandung dalam hubungan bangsa Indonesia dengan bhineka tunggal ika?,bhineka tunggal ika telah menjadi dasar bersatunya bangsa Indonesia untuk menggapai cita cita bangsa. Karena bhinneka tunggal ika memiliki makna berbeda beda tetapi tetap satu jua,5,Jawaban Siswa
Pendidikan Pancasila,Apakah sebenarnya makna dari BHINEKA TUNGGAL IKA dalam kitab sutasoma tersebut?,Bhinneka Tunggal Ika tan wana dharma mangrwa berbeda beda tetapi tetap satu tujuan untuk kehidupan yang adil dan sejahtera. ,5,Jawaban Siswa
Pendidikan Pancasila,"Makna bhinneka tunggal ika secara kontekstual ialah perbedaan dalam keberagaman dan merupakan kesatuan dari bangsa Indonesia. Kalimat bhinneka tunggal ika mengandung dua unsur, yaitu keberagaman dan kesatuan. Jelaskan!","Keberagaman yaitu Indonesia itu beragam contohnya seperti ras, suku, budaya, adat istiadat. Kesatuan yaitu manusia itu umumnya hidup individu tetap mereka kemudian membentuk kelompok, komunitas, organisasi untuk mencapai tujuan atau cita cita negara.",10,Jawaban Siswa
Pendidikan Pancasila,Apa yang kalian ketahui tentang system ekonomi Pancasila?,"Sistem ekonomi Pancasila adalah sistem yg sudah ditetapkan sejak zaman Pimpinan Ir Soekarno, tujuan dari sistem  ini memberikan hidup yang adil dan makmur kepada masyarakat. Contohnya seperti koperasi memberikan solusi atau bantuan secara adil, bersifat kekeluargaan agar rakyat Indonesia hidup makmur. Perekonomian diletakkan dalam kerangkan keadilan dan kesejahteraan sosial.",5,Jawaban Siswa
Pendidikan Pancasila,Jelaskan apa makna penting dari gotong royong?,bekerja sama saling membantu tanpa membeda bedakan untuk mencapai tujuan yg sama,10,Jawaban Siswa
Pendidikan Pancasila,"Konsep gotong royong mengandung makna bekerja sama secara nyata, baik secara fisik maupun nonfisik. Jelaskan apa yang dimaksud dengan gotong royong fisik dan nonfisik! Berikan contohnya!","gotong royong fisik yaitu kita bekerja sama saling membantu dan tenaga dari fisik kita, contohnya gotong royong membersihkan selokan, itu merupakan tujuan bersama dengan masyarakat, oleh karena itu gotong royong fisik sangat diperlukan agar dapat mencapai tujuan. Gotong royong non fisik yaitu contohnya seperti gotong royong tolong menolong misalnya lewat HP kita membantu teman yang sedang kesusahan untuk memahami materi sehingga dia belum bisa mengerjakan tugas yang diberikan oleh gurunya, nah kita sebagai teman bisa menyikapinya dengan gotong royong non fisik, misal kita selesaikan materi tersebut kepada teman kita lewat hp agar dia sedikit faham sehingga bisa mengerjakan tugasnya.",10,Jawaban Siswa
Pendidikan Pancasila,"Sebagai identitas budaya bangsa Indonesia, tradisi gotong royong sarat dengan nilai-nilai luhur. Berikut ini nilai-nilai luhur yang terkandung dalam tradisi gotong royong, kecuali","membeda bedakan, tidak mau bekerja sama",10,Jawaban Siswa
Pendidikan Pancasila,"Pada salah satu bait di kitab tersebut (sutasoma) terdapat kalimat yang kemudian kita jadikan sebagai semboya Republik Indonesia, yakni ""Bhinneka Tunggal Ika"" yang berarti berbeda-beda, tetapi tetap satu jua. Semboyan bhinneka tunggal ika merupakan respon dari Mpu Tantular terhadap?","Perbedaan ras, suku, dan budaya",0,Jawaban Siswa
Pendidikan Pancasila,narasikan apakah itu bhineka tunggal ika?,Berbeda-beda tetapi tetap satu jua,5,Jawaban Siswa
Pendidikan Pancasila,Bhinneka tunggal ika tan hana dharma mangrwa. Coba cari makna atau arti dari kalimat tersebut!,berbedabeda satu tujuan untuk kehidupan sosial,5,Jawaban Siswa
Pendidikan Pancasila,Indonesia adalah negara yang memiliki penduduk heterogen dengan wilayah kepulauan yang terdiri atas belasan ribu pulau yang satu sama lain dipersatukan oleh selat dan laut. Coba jelaskan apa makna yang terkandung dalam hubungan bangsa Indonesia dengan bhineka tunggal ika?,"walaupun berbeda tetapi kita tetap satu darah, satu pejuang, dan satu negara",0,Jawaban Siswa
Pendidikan Pancasila,Apakah sebenarnya makna dari BHINEKA TUNGGAL IKA dalam kitab sutasoma tersebut?,berbeda tetapi tetap satu jua yang artinya kita dikumpulkan dari berbagai pulau yang berbeda,0,Jawaban Siswa
Pendidikan Pancasila,"Makna bhinneka tunggal ika secara kontekstual ialah perbedaan dalam keberagaman dan merupakan kesatuan dari bangsa Indonesia. Kalimat bhinneka tunggal ika mengandung dua unsur, yaitu keberagaman dan kesatuan. Jelaskan!",keberagaman kita memiliki berbagai Perbedaan kesatuan tetapi kita tetap bersatu,0,Jawaban Siswa
Pendidikan Pancasila,Apa yang kalian ketahui tentang system ekonomi Pancasila?,sistem ekonomi Pancasila adalah keuangan yang bisa menjadikan semua itu rata tidak dikorupsi,0,Jawaban Siswa
Pendidikan Pancasila,Jelaskan apa makna penting dari gotong royong?,"Saling membantu sesama tanpa memandang agama, ras, dan suku membantu secara bersama sama",0,Jawaban Siswa
Pendidikan Pancasila,"Konsep gotong royong mengandung makna bekerja sama secara nyata, baik secara fisik maupun nonfisik. Jelaskan apa yang dimaksud dengan gotong royong fisik dan nonfisik! Berikan contohnya!","gotong royong fisik adalah gotong royong yang dilakukan di TKP, contohnya kerja bakti membersihkan masjid desa, memotong rumput dan pengambilan sampah dalam selokan. Gotong royong non fisik yaitu melakukan tidak secara langsung  contohnya mengumpulkan dana untuk donasi, baksos.",10,Jawaban Siswa
Pendidikan Pancasila,"Sebagai identitas budaya bangsa Indonesia, tradisi gotong royong sarat dengan nilai-nilai luhur. Berikut ini nilai-nilai luhur yang terkandung dalam tradisi gotong royong, kecuali","Sikap individualisme, persaingan bebas, mengharap imbalan atau pamrih",10,Jawaban Siswa
Pendidikan Pancasila,"Pada salah satu bait di kitab tersebut (sutasoma) terdapat kalimat yang kemudian kita jadikan sebagai semboya Republik Indonesia, yakni ""Bhinneka Tunggal Ika"" yang berarti berbeda-beda, tetapi tetap satu jua. Semboyan bhinneka tunggal ika merupakan respon dari Mpu Tantular terhadap?",bangsa indonesia,0,Jawaban Siswa
Pendidikan Pancasila,narasikan apakah itu bhineka tunggal ika?,kalimat yang kemudian kita jadikan sebagai semboyan republik Indonesia,5,Jawaban Siswa
Pendidikan Pancasila,Bhinneka tunggal ika tan hana dharma mangrwa. Coba cari makna atau arti dari kalimat tersebut!,beragaman kesatuan,0,Jawaban Siswa
Pendidikan Pancasila,Indonesia adalah negara yang memiliki penduduk heterogen dengan wilayah kepulauan yang terdiri atas belasan ribu pulau yang satu sama lain dipersatukan oleh selat dan laut. Coba jelaskan apa makna yang terkandung dalam hubungan bangsa Indonesia dengan bhineka tunggal ika?,berbeda beda tetapi tetap satu jua,0,Jawaban Siswa
Pendidikan Pancasila,Apakah sebenarnya makna dari BHINEKA TUNGGAL IKA dalam kitab sutasoma tersebut?,Semboyan Republik indonesia,0,Jawaban Siswa
Pendidikan Pancasila,"Makna bhinneka tunggal ika secara kontekstual ialah perbedaan dalam keberagaman dan merupakan kesatuan dari bangsa Indonesia. Kalimat bhinneka tunggal ika mengandung dua unsur, yaitu keberagaman dan kesatuan. Jelaskan!","keagamaan, kesatuan",0,Jawaban Siswa
Pendidikan Pancasila,Apa yang kalian ketahui tentang system ekonomi Pancasila?,Pengolahan dana korupsi,0,Jawaban Siswa
Pendidikan Pancasila,Jelaskan apa makna penting dari gotong royong?,kerja sama saling bantu,0,Jawaban Siswa
Pendidikan Pancasila,"Konsep gotong royong mengandung makna bekerja sama secara nyata, baik secara fisik maupun nonfisik. Jelaskan apa yang dimaksud dengan gotong royong fisik dan nonfisik! Berikan contohnya!","fisik, contohnya kerja bakti menyapu bersama. Non fisik contohnya membantu dengan cara lisan",5,Jawaban Siswa
Pendidikan Pancasila,"Sebagai identitas budaya bangsa Indonesia, tradisi gotong royong sarat dengan nilai-nilai luhur. Berikut ini nilai-nilai luhur yang terkandung dalam tradisi gotong royong, kecuali","tidak menolong, tidak mau gotong royong, tidak menghargai",10,Jawaban Siswa
Pendidikan Pancasila,"Pada salah satu bait di kitab tersebut (sutasoma) terdapat kalimat yang kemudian kita jadikan sebagai semboya Republik Indonesia, yakni ""Bhinneka Tunggal Ika"" yang berarti berbeda-beda, tetapi tetap satu jua. Semboyan bhinneka tunggal ika merupakan respon dari Mpu Tantular terhadap?",Perselisihan di tengah perbedaan,0,Jawaban Siswa
Pendidikan Pancasila,narasikan apakah itu bhineka tunggal ika?,"Bhineka Tunggal Ika berarti berbeda beda Tetapi tetap Satu Jua yaitu meskipun kita Berbeda suku, ras, agama, dan Budaya Kita tetap harus Saling menghormati, menghargai",10,Jawaban Siswa
Pendidikan Pancasila,Bhinneka tunggal ika tan hana dharma mangrwa. Coba cari makna atau arti dari kalimat tersebut!,Berbeda beda Tetapi tetap Satu Jua,0,Jawaban Siswa
Pendidikan Pancasila,Indonesia adalah negara yang memiliki penduduk heterogen dengan wilayah kepulauan yang terdiri atas belasan ribu pulau yang satu sama lain dipersatukan oleh selat dan laut. Coba jelaskan apa makna yang terkandung dalam hubungan bangsa Indonesia dengan bhineka tunggal ika?,Perbedaan dalam keberagaman merupakan kesatuan dari bangsa Indonesia,0,Jawaban Siswa
Pendidikan Pancasila,Apakah sebenarnya makna dari BHINEKA TUNGGAL IKA dalam kitab sutasoma tersebut?,Saling menghagai satu sama lain,0,Jawaban Siswa
Pendidikan Pancasila,"Makna bhinneka tunggal ika secara kontekstual ialah perbedaan dalam keberagaman dan merupakan kesatuan dari bangsa Indonesia. Kalimat bhinneka tunggal ika mengandung dua unsur, yaitu keberagaman dan kesatuan. Jelaskan!",Keberagaman yaitu Suatu yg beragam banyak jenis atau macam macam pilihan kesatuan yaitu bersatu yg bermakna walau berbeda Tetap bersatu.,0,Jawaban Siswa
Pendidikan Pancasila,Apa yang kalian ketahui tentang system ekonomi Pancasila?,memberikan kehidupan yg makmur dlm masyarakat,0,Jawaban Siswa
Pendidikan Pancasila,Jelaskan apa makna penting dari gotong royong?,Makna dari gotong royong yaitu Saling membantu satu sama lain,10,Jawaban Siswa
Pendidikan Pancasila,"Konsep gotong royong mengandung makna bekerja sama secara nyata, baik secara fisik maupun nonfisik. Jelaskan apa yang dimaksud dengan gotong royong fisik dan nonfisik! Berikan contohnya!","gotong royong bukan Cuma membantu bersih bersih kampung, gotong royong Fisik yaitu nyata di dunia nyata langsung bertatap muka dengan orang lain. Gotong royong nonfisik yaitu Secara Tidak langsung contoh Kerja kelompok dengan mencari jawaban di HP",5,Jawaban Siswa
Pendidikan Pancasila,"Sebagai identitas budaya bangsa Indonesia, tradisi gotong royong sarat dengan nilai-nilai luhur. Berikut ini nilai-nilai luhur yang terkandung dalam tradisi gotong royong, kecuali",Kecuali orang orang yang melakukannya,10,Jawaban Siswa
