username,sentence,food_quality,price,service,ambiance,portion
Novira Dwi Anggraini,"2 minggu yang lalu saya makan digacoan disamperin sama masnya minta rating bintang 5, oke lah saya kasih bintang 5 tapi hari ini saya makan lagi digacoan bisa bisanya sampe makanan habis minum ga keluar keluar, padahal orang yang baru dateng semua makan minumnya udah keluar sampe seret tenggorokan saya, saya sudah bilang ke masnya meja no 40 tapi masih tanya nota pemesanan, ribet lah akhirnya saya tinggal pulang karena udah kelamaan banget, bisa bisa sampe isya ga keluar itu minuman, kecewaaaa poll semoga mbak sama masnya yang tadi cuma plonga plongo baca !!!",neutral,positive,negative,neutral,neutral
Riski Andrian,pelayanan nya ramahh harganya juga terjangkau jangan lupaa kesini yaaaa,neutral,positive,positive,neutral,neutral
Pier Rihi,lumayan cuman agak lama menunggu orderan. but no bad,neutral,neutral,negative,neutral,neutral
Reni Wati,"untuk layanannya bagus, suasana nya sangat menarik tidak membosankan,menunya komplit ,",neutral,neutral,neutral,positive,neutral
ndytrrfq i09,"baikk, pelayanannya cepat mie nya juga enak. kebersihannya juga bagus",neutral,neutral,positive,positive,neutral
Bimo putro Wahyu S _ absen 6_9d,"makanan nyaa sangat enakk dan bisa di pilih level kepedesan sesuai pribadi , suasana sangat baguss bangettt",positive,positive,neutral,positive,neutral
Ayu Indah Ainun Nikmah,"makanannya enaaak, pelayanan cepat, stafnya juga ramaaah",neutral,neutral,positive,neutral,neutral
Mariaa noviana Herman,"seruuuuuuuuu, pelayanannya the bestt. pokoknya semuanya harus mampir makan gacoan disini!!!!!",neutral,neutral,neutral,neutral,neutral
SABRINA MARETA CHINTIA PUTRI,"tempatnya bagus,pelayanan sangat ramah,dan sejukkk",neutral,neutral,positive,positive,neutral
Mezaluna Clara yunita,tempatnya cozy dan makanan minumannya selalu teh best,neutral,neutral,neutral,positive,neutral
Shofa Anisa,"makan nyaa enak,datengg nyaa jugaa cepet,walaupun bnyak pengunjung ga panas",positive,neutral,neutral,neutral,neutral
yulia Ainul warda,"pelayananya bagus, ramah",neutral,neutral,positive,positive,neutral
Shasya channel,akhirnya gacoan sudah di bwi kota smua makanannya oke enak murah tempat cozy smoga laris teruss,positive,positive,neutral,positive,neutral
Roma Deni,"enak, tempat nyaman , pelayanan baik",positive,neutral,positive,positive,neutral
Tri arvita Nugraheni,"pelayanannyaaa sat set, all manager tanggap , untuk runner juga ramah all manager dan runnernyaa pokokk jossssss by ninaaaaaaaaa",neutral,neutral,positive,neutral,neutral
Ratnawati Ra,sukaaa banget,neutral,neutral,neutral,neutral,neutral
Vici Zahra Phytaloca,"tempat ya nyaman bersih , makanan ya enak , pelayanan bagus dan ramah",positive,neutral,positive,positive,neutral
Daffa Arkan Nabil,rasanya enak jos mantap,positive,neutral,neutral,neutral,neutral
Nasya Aulia,makanan apa ini ko enak bgt,positive,neutral,neutral,neutral,neutral
Qoid Tegar,layanan nya ramah sama makanan nya enak bikin ketagihan,positive,neutral,positive,neutral,neutral
Nur Faizah,pelayanan dan makanan oke,neutral,positive,neutral,neutral,neutral
Sri Wulandari,"pelayanan cepat, tempat nyaman semua memuaskan",neutral,neutral,positive,positive,neutral
Annisa Gema Taqqiya,pegawai bagian pick up minuman dimsum tidak sopan. customer tanya baik malah gk di jawab pasang muka cemberut.,neutral,positive,positive,neutral,positive
araswida pratama,rekomen bgt buat lagi laper kesini,positive,neutral,neutral,neutral,neutral
Calvin Alfarizki,"experience disini bagus, waktu tunggu tidak terlalu lama sekitar 15-20 menit kalo dine in. untuk kecepatan pesanan sampai datang di meja saya sekitar 10 menit. pelayanan ramah banget, recomended kalo butuh makan malam",neutral,neutral,positive,positive,neutral
Rifky fajar bimantara,mantappppp pokonya best,positive,neutral,neutral,neutral,neutral
Faujiah Aisyahnur,"semua aman. namun satu yang sangat di sayangkan, mungkin tdk semua begitu saat melayani. pengalaman sama makan disana, satu orang karyawan saat memberikan sumpit ke saya, sangat tdk sopan dan sak karepe dewe. berawal dari seperti nyari2 sumpit nya ketika mau di berikan ke pelanggan, trnyata di sakunya, tetapi yg membuat kaget, dia memberikan menggunakan tangan kiri dan di ikuti dengan cara di lemparkan. sangat di sayangkan, mengganggu kinerja yg lain yg sudah effort memberikan layanan prima, malah di rusak oleh satu orang. mohon kedepannya lebih di tingkatkan lagi. semua capek kita memaklumi, akan tetapi tdk semua pelanggan tau kamu capek, yg mereka tau memang kamu bekerja di situ, dan siap atas segala sesuatunya.",neutral,neutral,neutral,neutral,neutral
Kusrini Rini,"pelayanannya lama, yg didahulukan orang yg baru datang",neutral,neutral,negative,neutral,neutral
dwiana nofita,makanan nya enak pelayanan nya cepat tidak menunggu terlalu lama,positive,neutral,neutral,neutral,neutral
Suci Rahmawati,"tempat nyaman luasss, parkiran lega, cuman agak lama karna kondisi rame tapi masih nyaman",neutral,neutral,negative,positive,neutral
Fatmayunus 80,bagus pelayanan,neutral,neutral,neutral,positive,neutral
shaela Ahmad,saya kasih rating 1 buat gacoan depan blambangan banyuwangi hari ini saya pesan take away dan makan di sana setelah 10 menit pesanan yang take away di panggil saya balik ke meja pas buka pesanan ternyata pesanan saya salah alias ketukar saya balik lagi bilang pesanan salah dan mereka minta maaf mau di ganti saya bilang ok saya ambilnya pas selesai makan setelah selesai makan sekitaran 30menit lebih mau saya ambil ternyata belum selesai saya harus nunggu lagi sekitar 15menitan baru selesai itu yang pertama yang ke dua masalah parkir seminggu setelah gacoan buka kan masih belum ada palang parkir saya taunya ada tukang parkir di parkiran sama bawa karcis parkir hari ini saya ke sana lagi kan karena saya datang dari arah barat di pintu sebelah barat itu buka ga ada penghalangnya karena saya ga tau ternyata sudah ada palang parkir kayak di roxy jadi saya lewat sebelah barat di situ ada tukang parkir yang lagi duduk harusnya udah tau saya salah masuk di tegur dan di arahkan eh itu malah di biarin aza pas saya pulang karena saya tidak ambil karcis parkir saya kena denda dan harus bayar 2rb plus denda 12rb padahal di tulisan kertasnya kalo karcis parkir hilang kena denda saya kan ga hilang karena salah masuk aza saya asli kecewa banget minta tolong di perbaiki lagi,neutral,positive,positive,positive,positive
ihab valdi,tempatnya nyaman dan pelayanannya ramah,neutral,neutral,positive,positive,neutral
Putri Idas,"pelayanan ngga ribet , cepat tempat juga bersih",neutral,neutral,positive,neutral,neutral
Shindy Na,"masa sumpit di taruh di kantong celana belakang nya karyawan,aga kurang enak dilihatnya. di perbaiki bagian itu kk overall enakk semua sih cuma mie nya kurang asin",neutral,neutral,positive,neutral,neutral
Irsyad Fuadi,"selalu rame setiap harinya, karena males antri dan menunggu biasanya pesan lewat aplikasi oren biar tinggal tunggu di rumah",neutral,neutral,neutral,neutral,neutral
Nadia Puspitasari,"pelayanan nya bagus, enak",positive,neutral,neutral,positive,neutral
Freya Wijaya,"tepat waktu, makanan sesuai pesanan, tempat nyaman dan tidak terlalu berisik atau pun suasana tidak terlalu panas. masakan pass dan harga sesuai kantong.",neutral,positive,neutral,negative,positive
Verina wati latifa,makanannya enak pelayanannya cepat ramah,positive,neutral,positive,neutral,neutral
Safira Ryanita Putri,"makanannya enak, tempatnya nyaman, layanan terbaik",positive,neutral,positive,positive,neutral
tere via,"untuk makanan sudah pas, enak, mantapp. untuk pelayanannya ramah.",positive,positive,positive,neutral,positive
Eza Ezaa,pelayanan nya cepatt makanannya pun enakk,positive,neutral,positive,neutral,neutral
Masufe Joeseph,"tempat luas, parkir luas, bersih tempatnya, pegawai ramah-ramah.",neutral,neutral,positive,positive,neutral
Rinda,"buat mie nya enak banget kak suka deh buat yang mau kesini ngga ush ragu ragu lgi ya,tpi saran nih kak buat pangsit ayam nya di matang kan lagi ya kulit lumpia nya terimakasih",positive,neutral,neutral,neutral,neutral
Faricha Oktania25,"pelayanannya cepat, enak dan bersih. service nya ramah",positive,neutral,positive,positive,neutral
keisya,hemm enak makanannya bikin kenyang,positive,neutral,neutral,neutral,neutral
naila Isroil,"pelayanannya cepat dan ramah, harganya pelajar abiss enaqq",neutral,neutral,positive,neutral,neutral
Eka putra Azkha prayoga,pesanan saya dilewati sampai nunggu satu jam padahal sepi,neutral,neutral,neutral,neutral,neutral
Ahmad Hariyadi,"mienya sangat enak, medok banget rempahnya, pelayanannya juga terbaik",positive,neutral,positive,neutral,neutral
Anaknya Orang,pelayanan nya ramah,neutral,neutral,positive,neutral,neutral
Arfina Damayanti,enak kok cuman tadii ketuker aja sama temen,positive,neutral,neutral,neutral,neutral
3D_024_ REVI APRILIA M.,"pelayanan nya sangat baik, makanan nya terjangkau",neutral,positive,positive,neutral,neutral
Ismail Wijaya Sinaga,"tempat parkiran nya aneh, saya mau parkir dalam langsung disuruh parkir luar. seolah2 tukang parkir mobil yang dalam bekerjasama dengan parkiran mobil luar supaya dapat duit juga. apalagi tarif parkir dalam sama luar beda lebih mahal parkir luar jadi tlng bisa di benahi mengenai parkiran mobil yang kurang nyaman",neutral,negative,neutral,positive,negative
yuni kusuma wardani,untuk rasa makanannya enak tempat juga nyaman masukan aja sih untuk pemesanan minuman untuk makan di tempat kalau bisa langsung di antar petugasnya ke meja saja langsung biar tidak resiko,positive,neutral,neutral,neutral,neutral
Tita Chan,semua enakk pelayanan enakk semua seenakk ityuchhhh,positive,neutral,neutral,neutral,neutral
Dwi Misgiyanto,pesan mie cuma 2 porsi aja proses hmpir 1 jam. tolong kerjanya yg fokus,neutral,neutral,neutral,neutral,neutral
Putri Aida,"rasa mienya biasa saja, masih enak mie indo, pangsit gorengnya juga standart pelayanan , baik banget pegawainya",positive,neutral,positive,neutral,neutral
Ajeng Novia fitriani,"bagus, pelayanan juga ramah, terpercaya makanan juga enakk",neutral,neutral,neutral,positive,neutral
Ananda ayu prahesti,"makanan enak, pelayanan cepat",positive,neutral,positive,neutral,neutral
Warkop Steez,"gatau sih cara training karyawannya gmna,karyawan banyak tapi gaada gunanya bukannya ngelayaninngebantu malah cuek",neutral,neutral,negative,neutral,positive
Ameliaputri Putri,makanannya enak banget plis kalian wajib kesini yaaa,positive,neutral,neutral,neutral,neutral
Fadia Intan ramadhani,rasanya enak banget pelayanan nya bagus,positive,neutral,neutral,positive,neutral
Irene Stefani,"happy birthday, gacoan mantap",positive,neutral,neutral,neutral,neutral
pingkan munika,pelayanannya ramah dan rasanya enak,positive,neutral,positive,neutral,neutral
Pratama S,"pesanan lambat, ga tertib, saya sudah dapet struk dan lama nunggu tapi yang pesenanya dateng dulu yang baru nyelesain pembayaran, bahkan yang bareng saya udah pulang semua, toilet kotor, sedotan es nya tidak sesuai ama es yang dipesan",neutral,neutral,negative,negative,neutral
ccew winata,"nyaman, pelayanan cepat, dan ramah",neutral,neutral,positive,positive,neutral
Nayla Azizah,kesan pelayanannya ramah pesannya minuman yang lumayan terlalu manis,negative,neutral,positive,neutral,neutral
Mas Ganteng,kalo pesan online jangah pesan siomay luaaaaammaaaaaaaaaaa 2 item aja 40 menit kasian drivernya,neutral,neutral,neutral,neutral,neutral
Eril Ananda,"saya sangat puas dengan peyanan serta rasa dari makanannya, untuk lokasi dan tempat juga saya sangat senang.",neutral,neutral,neutral,neutral,neutral
Novita Atus Sholah,pesan rasanya sama enak kok sama kayak di gacoan biasanya kesan pelayanan baik dan ramah,positive,neutral,positive,neutral,neutral
Dhiterra Martalopi,enak banget pelayananya cepet meskipun rame,positive,neutral,neutral,neutral,neutral
Riza Tri Ananda Putri,"pelayanannya cepet banget, makananya enak, best",positive,neutral,positive,neutral,neutral
Dimasmaulana Tok,"enak sekali makanan nya,pegawainya ramah sekali",positive,neutral,positive,neutral,neutral
Rizky Alfariz,pelayanan baik,neutral,neutral,positive,neutral,neutral
Rosalia Ramadani,"makanannya enakk, pelayanannya ramah",positive,neutral,positive,neutral,neutral
Almira Nur zjunia,"makanan rasanya enak, pelayanan ramah, suasana tempat enak",positive,neutral,positive,neutral,neutral
JDM FAMILY,"bintang 1 pelayanan lama dan pilih pilih,padahal kita pesen duluan minumnya tapi orang lain yang pesen tambahan topping seperti udang rambutan dan minuman didahulukan daripada yang pesan minuman only",positive,neutral,negative,neutral,neutral
Cimoll Monyett,mie hompimpagurih nya menurutku aku kurang suka karna cuma pedes aja ga ada rasanya bener hambar mie goyangkecap nya kemanisan bgt pdhl lvl 4 dimsum nya udang rambutan juga hambar somay nya rada amis dikit tapi lumayan enak dan murah tapi smoga kesana lagi rasanya sesuai ekspektasi aku,neutral,positive,neutral,neutral,negative
Muhammad Yuli,oke good harga terjangkau,neutral,positive,neutral,neutral,neutral
Hafidzah Putri,"enak bgttt aseli, cobain plss",positive,neutral,neutral,neutral,neutral
Angga Setiawan,"beli take away sama aja kek beli mie di warung, wadah pake sterefoam, plating morat marit wkwk",neutral,neutral,neutral,neutral,neutral
cahaya aden,"layanan nya ramah,nunggu nya ga lama",neutral,neutral,neutral,neutral,neutral
Marni Eka Pratiwi Tiwi,pelayanan nya sangat baik dan nyaman,neutral,neutral,positive,positive,neutral
Mafrida aulia Zahra,"sangat puass bangett sama rasanya, ngga terlalu lama nunggunya, miee nya enakk bgtt, es nya seger, pokoknyaa enakk dehh",positive,neutral,negative,neutral,neutral
SW Anggra,menyenangkan,neutral,neutral,neutral,neutral,neutral
achmad aldino,makanan murah dan nyaman di kantong serta fasilitas sudah nyaman terima kasih gacoan,neutral,positive,neutral,positive,neutral
Salsa Fernanda,sangattt nyamann dann enakk menu nyaa,positive,neutral,neutral,positive,neutral
Aal Cebonks,pelayanan yang ramah dan tempat yang bersih,neutral,neutral,positive,positive,neutral
Aamon Luxy,"saya dan istri saya yang lagi hamil harus menunggu makanan lumayan lama kurang lebih 40 menitan sedangkan posisi customer tidak ramai tengah malam ,, karena meja tamu2 lain yang datang terakhir justru sudah dapat makanan terlebih dahulu ,, setelah saya tanyakan tidak ada jawaban disuruh nunggu lagi dan saya lihat baru dibuatkan ,, setelah menunggu lagi makanan malah datangnya double ,, semoga tidak ada miskomunikasi lagi antar staff ,, semoga lebih baik lagi kedepannya terima kasih",neutral,neutral,neutral,neutral,negative
Alvina Yulia Risky,"tolong ketelitian dalam bekerja lebih ditingkatkan, masa nota di kitchen bisa hilang? pantes menunggu mie nya sangat sangat lama dan tidak wajar lamanya, untung langsung tanya nyamperin, kalo ngga bisa tambah lama ini pelayanannya!",neutral,neutral,negative,neutral,neutral
Valin Valiyana,pelayanan baik tempatnya juga nyaman,neutral,neutral,positive,neutral,neutral
Imana Fitri,tempat yg cocok untuk sekedar makan dan berbincang santai,neutral,neutral,neutral,neutral,neutral
Dinda Vatonica,"untuk makanan emang uda ga diraguin lagi ya enak plus terjangkau! tapi ada yang buat first time aku kesana kecewa hehee,btw makanan aku takeaway ,karna udah dirasa lamaa bgt dan orang2 yang bareng antri sama aku kok udah selesai semua, cmn aku kok belum,akhirnya beranikan diri untuk ke depan ,tau2 pas aku konfirmasi ternyata udah selesai cuman kok ngga di panggil ya?thank you min udah respon,semlga pelayanan bisa ditingkatkan lagi, semangat!",positive,positive,negative,neutral,positive
Anis khofifatul Mas ula,pelayanannya baik bgt. tempat nyaman juga. rekomend dehhhh,positive,neutral,positive,positive,neutral
Karisma Nahliya,pelayanan dan rasa terbaikkk,positive,neutral,positive,neutral,neutral
putri zannah,"waktu saya masuk tadi tanya di pelayan depan, katanya bisa qris. oke kita antri panjang, sampe depan kasir dibilang gak bisa. nada kasir gak ada pelan pelan nya sama sekali, gak ada kata maaf, gak ada kata makasih. kita itu sering lo kak ke gacoan, setiap ke kota manapun mampir ke gacoan sebelum gacoan ada di banyuwangi. ini kenapa malah di banyuwangi nya pelayanannya kayak gini? minimal minta maaf kalau selesai mentraksaksikan, atau bilang makasih kek. gak ada maaf, gak ada makasih. maaf kalau saya rating jelek di google. makasih",neutral,positive,neutral,positive,neutral
