username,review,char_length,word_count,length_category,estimated_tokens
rika iriyanti,bintang 1 untuk pelayanananya. seharusnya dengan outlet yang baru saja dibuka dan sistem pemesanan dan pembayaran yg berbeda dari gacoan di outlet lainnya harus juga memadai dari segi penginformasiannya baik dari kualitas dan kuantitas. untuk org penginformasi di awal harus benar benar jelas agar ga miskom. gada pengarahan tempat duduk dibagian mana jdi kita customer harus cari sendiri dengan sebegitu banyak kursi yg ada. kurang merangkul kita sebagai customer malah terkesan menyalahkan. padahal saat sampai tdk ada penginformasian yg jelas dengan kondisi outlet yg sangat ramai. belum lagi mba mba saat itu sewot karna ada miskom! untungnya ada mba mba yg keliling untuk ngebantu kita. dan pesanan sempat tertukar levelnya. untung makan dengan keluarga sendiri. klo org lain bisa repot.,792,120,501-1000,168.0
Anita Anggraini,"mienya enak, tempatnya nyaman dan bersih, pegawainya ramah dan cepat",68,10,51-100,14.0
salsaa,enak bangett apalagi pelayanannya best banget,45,6,0-50,8.399999999999999
Rizki Fendi,pelayanannya ramah mie nya enak tingkat kematangnnya pas,56,8,51-100,11.2
Mei Fira,"meskipun waiting list lama, tapi waktu nunggu di meja cepet banget xixi",71,12,51-100,16.799999999999997
Made Artha,"tempatnya nyaman, pelayanan ramah, makanyan enak semuanyaa",58,7,51-100,9.799999999999999
Dewi Santi,"kalau harga mie dll ok .untuk masalah parkir,di tiket parkir kan ada tulisan jika tiket parkir hilang kena denda 13.000rb kok saya di suruh bayar 28.000 apakah emang kebijakannya?cuma tanya saja jika saya salah mohon maaf",221,36,201-300,50.4
Lia Lia,makanannya enak pelayanan ramah sukaa,37,5,0-50,7.0
Devyeta Nirmala Utami,"pelayanannya bagus,ramah",24,2,0-50,2.8
Kharisma Izza,cintaaaaaa baangettt sama gacoan pelaayaaanaan cepatttt,55,6,51-100,8.399999999999999
Zamrozy Haris,pelayanan nya sangat ramah dan suasananya nyaman dan makanannya nya pun sangat enak,83,13,51-100,18.2
Novian Hendarwangi,cemilannya best pelayanannya dari awal masuk ramah banget csnya solutif banget untuk saya yg masih ada anak balita,114,18,101-200,25.2
Firman maulana,"sekelas mie gacoan masa sih bungkusnya masih pake sterofom udah gitu di karetin lagi, kalau menurutku rasanya sih ga jauh beda sama intermie.",141,23,101-200,32.199999999999996
Zar,"mie gacoan level 1 aj tpi udah pedess, kyak level 2 di wixxme. parkiran luass pesen dimsum, minum dan mie,, kyakny hampir 25 menit pesenan belum diantar dipanggil, guest pager pun tidak berbunyi. ternyata pesanan kami udah mw dingin di tempat self service! kualitas layanan itu beda jauh dgn wixxme. entah kekurangan karyawan atw manajemen kurang bagus trainingnya, yg pasti mie gacoan banyuwangi harus segera berbenah. kami liat gak cuman pesanan kami aj yg dianggurin. banyak.",478,76,301-500,106.39999999999999
ikrom saputra,"suasana kurang nyaman, percuma ada tulisan dilarang merokok tapi banyak vape atau rokok electric",96,14,51-100,19.599999999999998
Heriyanto,"datang dikasih nomor meja buat yang dine in. pemesanan scan barcode di meja dan bisa bayar pakai qris. nunggu cuman 15 menit aja. rasanya enak tapi kayak beda rasa dengan yang di malang. tempatnya bersih. parkir motor 2rb. 29 mei 2025, 13.10",241,42,201-300,58.8
Musa Al Ikhbat (SAMUUU),untuk pelayanan bagus dan worth it lah buat makan disiniii,58,10,51-100,14.0
Lukmandwif Febrianto,20.16 antre dine in 20.49 get table number 20.52 order n payment 21.13 makanan dtg 21.18 take minuman crowded tp semua terlayani dg baik semua pelayan full senyum rasa dan pelayanan,181,31,101-200,43.4
Indah Rizki Hariani,"pelayanannya termasuk cepat sih, padahal baru grand opening kalau bisa dipercepat lagi biar nunggunya cepet kalau takeaway",122,17,101-200,23.799999999999997
Sudar Mono,"udang rambutanya bad, beda sama gacoan yg lainya , kurang matang dan kebanyakan tepung !!!",90,15,51-100,21.0
alan nobita,"awal2 kecepatannya oke belakangan ini mienya selesai duluan minuman dan makanan tambahanny banget . mie udah habis masih nunggu minuman dan dinsumnya lama mungkin kedepan diperbaiki, minimal mie dan minuman bisa keluar bareng.",226,33,201-300,46.199999999999996
Salman fais,makanannya enak,15,2,0-50,2.8
Talita Alodia,"pelayanan nya bagus, makanan enak, josjis pokok nya",51,8,51-100,11.2
Rofi Affandi,"seru sih kalo pesen yang pagi. gak perlu antri terus cepet juga. cuman kurang satu pas pesen lvl 3 biasnya udh pedes, tp kali ini gak pedes lebih ke terlalu manis. but, its no bad.",180,35,101-200,49.0
Alvino Bre,"saya kesini bersama orang yang membuat suasana hati saya bahagia,dan pelayanan yng cepat dan makanan yang enak",110,17,101-200,23.799999999999997
Lienahijab Bwi,okeewww ngga perlu keluar kota lg klo lg pengen gacoan,54,10,51-100,14.0
Ellie Dynar,"suka es petak umpetnya super seger banget,, manisnya pas ga terlalu manis,,",75,12,51-100,16.799999999999997
Sovi Ayu,good semua!! sukses gacoan bwi,30,5,0-50,7.0
Dandi Prabu Wira Kusuma,sekelas gacoan karyawan bad service bgt gaada inisiatif ngebantu customer yg kesusahan malah cuek,97,14,51-100,19.599999999999998
sumaryata sumaryata,"rasanya aneh, full tepung karna gak mateng rata. dalemnya ada tepung pangsitnya kaya stok sisa tapi digulung lagi jadi ketumpuk. pantesan ukurannya jadi gede banget.",165,25,101-200,35.0
Ulil Azmi,"pelayanan untuk minuman lama, makanan sudah habis minum belum jadi",66,10,51-100,14.0
Noval Arsyafin,pelayanan di sini ramah dan mekanannya banyak dan enak,54,9,51-100,12.6
Ahmad Bahrun Nurillah,untuk rasa gacoan nya enak karena saya ngambil level 1 karena ga terlalu suka pedas insyaallah next time kesini lagi.,117,20,101-200,28.0
jonny pranata,"pelayanan buruk!!! kronologi saya datang tanpa di arahkan, jadi saya langsung antri ke kasir maklum agak lupa aturan makannya saat sudah waktunya saya antri, eh sama kasir di suruh ambil nomor meja dulu kenapa ga ngomong dari awal helloww??? lalu tiba2 mas yang pakai topi itu nyuruh saya scan qris di meja yang sudah saya ambil nomornya, kenapa ga bilang dari awal haloo mas?? apakah ada sop nya ga gacoan di banyuwangi? saya berkunjung di gacoan tempat lain, tidak seperti ini, sangat disayangkan solusi harusnya dari awal pengunjung yang datang pangsung di arahkan dengan sopan dan senyum mau makan dine in atau take away intinya itu aja lol",644,108,501-1000,151.2
dela dwi selfitri,"pelayanann yang ramah, tempat yang bersih, makannanya juga enak enak",68,10,51-100,14.0
erna wati,"makanannya sangatt lezat, tempatnya sangat nyaman. karyawannya juga sangat ramahh dan sopan.",92,12,51-100,16.799999999999997
Agam Bareta Yogatama,"ada kucing di lokasi makan, mengganggu kenyamanan, petugas hanya abai. mohon bantuannya terimakasih",99,13,51-100,18.2
Yuniatul Qomariyah,"pelayanan ramah,,baru pertama kali ksini pelayanan ramah skali",62,8,51-100,11.2
rachel chelciaa,"sangat puass, makanan nya enak, pegawai nya ramah",49,8,0-50,11.2
Dita Dwikw,"makanannya enak , pelayanan juga sangat ramah , tetapi kadang kalau rame harus menunggu tempat",94,15,51-100,21.0
Nana Dut,"pelayanannya ramah,makanannya enak semua",40,4,0-50,5.6
fitriyah firdiansyah,makanannya sih enak2 tapi isian porsi pangsitnya makin kesini makin minimalis beda pas awal2 launching isi pangsitnya gemoy2,124,18,101-200,25.2
Alfin Fadilah Risky,pelayanan nya baik,18,3,0-50,4.199999999999999
Persib Juara,"pelayanan sudah cukup bagus ,untuk makanan juga dari segi rasa enak , untuk tempat lumayan luas dan nyaman, cuma kalo bisa tambahin outdoor nya biar agak luas",158,27,101-200,37.8
Ahmadiyanto Adi,mantap josss,12,2,0-50,2.8
Yuninda Findi,"akhirnya hadir di banyuwangi kota. rasa enak, harga murah. semoga terus ada.",76,12,51-100,16.799999999999997
Avriliani Zwei Jasmine,"pelayanannya bagus, makanannya enak dan tempatnya juga nyaman",61,8,51-100,11.2
Shin Ta,pelayanannya bagus dan makanannya enak,38,5,0-50,7.0
Wardha Kharisma Citra,"menurut saya dari segi mienya terlalu over cook, dan untuk mie gacoannya kurang kecap atau kurang manis dari gacoan yang biasa saya beli. selebihnya aman",153,25,101-200,35.0
Jofan Vtra1,"sistem yang sangat ribet, saya masuk ada security di dekat pintu masuk, saya bilang mau ambil antrean gada respon, saya ulangi lagi perkataan saya jawabnya bentar dengan nada yg kesal, padahal ada banyak alarm order yg nganggur, setelah itu ditulis nama saya dan disuruh nunggu, dan itu baru duduk udah dipanggil, kenapa ngga daritadi langsung aja?, setelah itu saya duduk dan di meja masih ada bekas makanan orang, disitu saya makin kesal, tapi saya masih sabar dan take order, setelah order nunggu lumayan lama, dan anehnya yg diantar cuma mie doang, untuk ekstra food dan minuman ambil sendiri padahal pembayaran via qris, udah gitu saya pesan yg level 1, teman saya level 3, tapi saya cek pedasnya sama, seperti level 3 semuanya, dan utk minuman teh tariknya seperti bubuk an, dan takarannya kebanyakan jadi pekat sekali rasanya, kalau bisa kedepannya diperbaiki lagi untuk konsumsi dan service nya",902,147,501-1000,205.79999999999998
DRW SKINCARE BANYUWANGI,"mantap banget,, sukses selalu gacoan banyuwangi",47,6,0-50,8.399999999999999
Aghitsna Mutiara,makanan enak tempat nyaman,26,4,0-50,5.6
Melly Fjl,pelayanan dan suasananya oke bgt pegawainya ramah,49,7,0-50,9.799999999999999
Eka Yuniararasati,"kesan nya, pelayanan disini sngat baik, dan ramah ramah pesan nya, semoga gacoan rame terus kedepannya, sukses!!",112,17,101-200,23.799999999999997
PUTRI MAULIDA,"tempatnya bersih, pelayanan oke. aaakkk mantapp pokoknyaaa",58,7,51-100,9.799999999999999
Misnah 02,pelayanannya baguss dan makanannya juga enak enak,49,7,0-50,9.799999999999999
Sinta Nuriya Devi,"cukup memuaskan, dimsumnya rekomen banget sih",45,6,0-50,8.399999999999999
Rahdek RP,makananya enak pelayanan nya bagus dan cepat,44,7,0-50,9.799999999999999
Maharani Intan,mie gacoan emang the best sii cuma ngantrinya mashaallah,56,9,51-100,12.6
lele goyeng,"makanan nya cukup enak, tempat juga nyaman dan bersih, cuma sayang nya di pegawai nya. memang sih tidak semua tp ada beberapa pegawai yang menurut sy kurang pantas dan kurang ramah sikap nya. waktu itu sy pertama kali datang kesana dan saya kurang paham bagaimana cara memesan makanan disana, jd saya nanya lah ke salah satu pegawai dan itu jawab nya ketus banget, sedikit bentak dan entah kenapa sinis ya kalau memang mereka cape dengan kondisi resto yang ramai tapi setidaknya mereka ttp harus profesional dong? toh jg saya disini beli bukan yang minta gratisan, saya cuma minta di jelaskan bukan di bayarin.",610,103,501-1000,144.2
yessica neysa,rekomended tempat dan makanan tooppppp sarangheyo mas exelent service,69,9,51-100,12.6
Faza Hidayat,makanya nya enak dan tempatnya nya bagus,40,7,0-50,9.799999999999999
Dwi Indah,"pelayanannya sangat baik dan ramah sekali, tempatnya juga nyaman dibuat nongki sama keluarga",92,13,51-100,18.2
ernando Anugrah Putra,tempatnya bagus dan pelayanannya ramah cuman ngantrinya nunggu lama,67,9,51-100,12.6
1E_ 041_SABILLA DWI P,"segi makanan enak, layanan dan suasana juga bagus. tapi perhatikan lagi masalah kebersihan",90,13,51-100,18.2
MOUNTAIN JR,"tempatnya bersih, pelayanannya cepat dan pegawainya ramah.",58,7,51-100,9.799999999999999
Nurul Masruroh,tempat yg nyaman dan makanannya okke. recomended,48,7,0-50,9.799999999999999
Viky Sh,"makanan enak dan murah,pelayanan cepat dan baik",47,7,0-50,9.799999999999999
Yosa Lia,tempatnya nyaman dan cara pemesanannya lebih simpel. pelayanannya baik dan makannannya juga murah dan wort it lah dengan harga segitu,133,20,101-200,28.0
Edy Suprihantoro,"makanannya enak, higenies jugaa, staff staff juga informatif dan sangat ramah, semoga tetap konsisten untuk kedepannyaa",119,16,101-200,22.4
Yenny Dwi,"pelayanannya sangat memuaskan staf sangat ramah, makanan dan minuman tidak memerlukan waktu lama sudah ready dan gak asal-asalan walaupun pengunjung rame,, good job dan pertahankan",180,25,101-200,35.0
Devi Tri Oktaviani,"pelayanannya cepat dan ramah, tidak antri karena respon dari mbak dan mas nya sangat cepat. makanannya enak dan higienis, murah dikantong pelajar dan kalangan masyarakat. recomend",179,26,101-200,36.4
Dinda Kartikasari,pastinya enak. karena mie gacoan mie sejuta umat. untuk cabang yang disini cukup ok pelayanannya cepat. tempat juga luas. suasana ramai tp kondusif.,148,23,101-200,32.199999999999996
may may,"suka rasanya enak, pelayanan ramah semua",40,6,0-50,8.399999999999999
Jehan rizal,"untuk dari rasa dan pelayanan sangat memuaskan dan dapat diacungi jempol, cocok buat acara bersama teman dan keluarga. pokoknya top!!",133,20,101-200,28.0
Retno amaliyah,"pelayanan baik,",15,2,0-50,2.8
mondoluko 2,"suasananya nyamann kena angin sepoi sepoii, pelayanannya baik ramahh nyamann",76,10,51-100,14.0
Nafisah Mayan Fa'una,pelayanannya baguss makanan enak,32,4,0-50,5.6
Aisyah Sholiha,"tempatnya bagus, pelayanannya ramah. semangat kakak semua kerja nyaaa",69,9,51-100,12.6
Muhammad Alief,semuanya enak tapi mungkin masukan dari saya bisa di cek kembali sebelum di berikan ke konsumen saya pesen es gerobak sodor 2 satu tidak di kasih sirup akhirnya campak,167,29,101-200,40.599999999999994
Surya Fifi,besssttttt bangettttt cinta banget sama gacoan pelayanan ramah and ada complaint kakaknya jugaa grecep,102,14,101-200,19.599999999999998
_15 Elsa Tania,tempatnya bagus makanan nya enak pelayanan nya terbaik,54,8,51-100,11.2
Agum Tamtomo putra,pelayanan dalem oke sih tapi pelayanan parkirnya kurang ramah banget apalagi ibunya waktu saya tanya ke maspengurus parkir baikmalah yg jawab ibudengan nada gaenak mohon di tegur deh,182,28,101-200,39.199999999999996
Lina Rihadatulzulfa,"gacoan enak banget rasanya enak ga berubah sama sekali,saya udah kesini berkali²,rating nyaa 1000010",100,14,51-100,19.599999999999998
Dandiprabu Ip,bad service banget karyawan bukannya kerja malah asik bercanda,62,9,51-100,12.6
Nadia K.D,enakn bangettt plss,19,3,0-50,4.199999999999999
Homsiyah,makanan enak pelayanan ramah dan cepat tempat juga luas tempat parkir juga luas,79,13,51-100,18.2
Yuyun Indah,pelayanannya sangat baik dan ramah suasana yang menyenangkan,60,8,51-100,11.2
Nengmin2 Bong,pelayanan e kenapa lamaaa pooolllll antara mie sama dimsum dan minuman jarak e lamaa sampai habis mie pun masih 10menit nunggu minuman sama dimsum,146,24,101-200,33.599999999999994
Tiara Bwi,lumayan sih karena opening jadi harus waiting list.,51,8,51-100,11.2
Mien Umar,"sdh sering kesini pas malem, ga pernah gagal dari makanan atau pun suasananya, makin malem makin asik karyawan nya",114,19,101-200,26.599999999999998
fauzan fauzan,seru bangett comfort banget,27,4,0-50,5.6
Nurin Humayroh,"sangatt nyaman dan makanan enakk, dan pelayanan sangat memuaskan",64,9,51-100,12.6
Novi Auliya,"pelayananya sangat memuaskan, kesini sekali langsung di bantu sama crewnya",74,10,51-100,14.0
Lupsul Jannah,tempatnya bersih pelayanannya ramah makanan oke,47,6,0-50,8.399999999999999
Eky Prasasti,"harga sangat murah dibanding kompetitor, rasa lumayan enak dgn harga segitu pelayanan cepat",91,13,51-100,18.2
Muhammad Ulya,overall enak cuma level 1 sedikit agak pedas,44,8,0-50,11.2
Yuniar Qurratul Lathifah,"baik pelayanannya, cepet penyajiannya, enak, murah meriah, cocok buat kaum pelajar",82,11,51-100,15.399999999999999
3B_054_YUNITA ISMI ZAKIA,"pesanan sesuai banget dan enak bangett, untuk servis nya juga bagus bangett pokok gak ngecewainn",96,15,51-100,21.0
Tutik Citra Ayu,"pelayanannya ramah dan baik,, seta tempatnya strategis dan bersih",65,9,51-100,12.6
Reza Wirayudha,pelayanan ramah,15,2,0-50,2.8
Niena 3009,"puas dengan pelayanannya dan tidak dikecewakan dengan rasa makanan nya, next bakal balik kesini lagi",100,15,51-100,21.0
Aulia Safitri,suasana dana makanannya enak cuman minus di tisu aja,52,9,51-100,12.6
Intan Nuraini,pelayanannya cepat dan ramah,28,4,0-50,5.6
Halimatus Sa'diyah,"pelayanannya oke, makanannya juga enak. lupp",44,6,0-50,8.399999999999999
3B_062_Wulan Finattul Rohma,makanannya enak dan harganya sangat worth it sangat ramah di kantong,68,11,51-100,15.399999999999999
Toby Orlando,"pelayanan nya ramah,, harga terjangkau,, tempat bersih,, ga nyesel ke sini",74,11,51-100,15.399999999999999
Alma MJ,rekom bgt guisss,16,3,0-50,4.199999999999999
alfipermata dewi,"pelayanan baik, makanan enak",28,4,0-50,5.6
Rizki Rahma inayati,"pelayanan bagus, makanan nya bikin nagih",40,6,0-50,8.399999999999999
Shafeea Dalisha,makananya enak banget murah lagi mie nya cuma 10 rb semuanya murah banget untuk makanan seviral ini kalau ngajak orang banyak pasti gk sampai 200 rb habisnya,157,27,101-200,37.8
Novitaprasetyawati,"seru, asik, menyenangkan, enak, mantap, mengenyangkan, senang sekali!!!!!",73,8,51-100,11.2
Terta Crs,"pelayanan baik, rasanya enak josjis",35,5,0-50,7.0
Ade Firmansyah,"coba lebih diperbaiki lagi dari segi pesanan online, ketika sampai makanan seperti tidak sesuai sambal juga tidak diaduk, menggunakan sterofom juga tidak baik. terima kasih",172,25,101-200,35.0
Arestya miftahulzannah,"pelayanannya ramah , tempatnya nyaman , makanannya enakk",56,8,51-100,11.2
Nila Izati,"untuk rasa sudah baik dari awal buka kemaren, dari yg hambar skrng lebih pekat rasanyaa. terimakasih telah mendegarkan saran customerr love",139,21,101-200,29.4
Rizky Maulana,makanan nya enak dan untuk pelayanan cukup baik tempat juga nyaman,66,11,51-100,15.399999999999999
muhammad Muqribillah,"pelayanannya ramah dan baik, karyawannya siap sedia jika kita punya pertanyaan",78,11,51-100,15.399999999999999
Andra Danis,"makanan yang enak, pelayanan baik",33,5,0-50,7.0
Satria Bayu,pelayanan cepat. kualitas rasa konsistem,40,5,0-50,7.0
Dewi official,pelayanan rama da cepat bngt,28,5,0-50,7.0
isyiq kafka haneef,"makanan ny enk banget, pelayanannya juga ramah, cepat, sukaa bangetttt",70,10,51-100,14.0
Putri Inggrid Krismita,"saya pesan online lewat kurir lokal, waktu tunggu kurleb 1 jam nggak ada masalah juga sih, mungkin karena masih momen grand opening. untuk rasa mie dan lumpia udangnya standart mie gacoan pada umumnya cuma yang sedikit disayangkan tidak ada sumpit ataupun saos. atau balik lagi ya, karena masih momen grand opening, jadi staffnya masih kurang awas tentang kelengkapan pesanan",375,59,301-500,82.6
Anisa Maulida,pengalaman yang sangat asik untuk menikmati makanan yang enak dan suasana yang nyaman,85,13,51-100,18.2
Yudi Kusumah,makanan enak harganya terjangkau. puas banget makan disini.,59,8,51-100,11.2
ajengg candramayu,"tempatnya lumayan bersih, makanannya juga oke dan masih panas hangat, pelayanannya juga sip dan cepat",101,15,101-200,21.0
KOMANG KARTIKO,makanya enak pelayananya baik,29,4,0-50,5.6
AdityaBintangFirmansyah,"pelayanan buruk, saat pesan makan diburu buru oleh kasirnya, kasir tidak ramah sama sekali",90,14,51-100,19.599999999999998
siregar dumalubis,lama sekali minuman sampai 60menit lebih dari makanan sudah datang di komplain baru di buat kapok tidak lagi2 kesni,115,19,101-200,26.599999999999998
Yopi Danang,sangat2 mengecewakan proses terlalu lama datang jam 7 sampai jam 21.25 pesanan blm jgk slesai mana yg antri nyarik tempat duduk trs blm jugak order pesanan yg proses nya lama bgt.dan 1 pegawai di bagian minuman songong bgt nanyak baik jwban nya ngegas kamu kira kamu ja yg capek saya jgk capek bgt nunggu orderan samapai 2 jam lebih gk klar2 sistem di sini sangat2 bedah jauh dgn gacoan2 yg lain nya sumpah sunggu2 kecewa bgt anak2 sampek2 pada ngantuk smua sangking lama nya nunggu mana tempat duduk harus berpisah lg hu sangat2 mengecewakan sumpah. datang duluan makan belakangan ckp skali ni ja dah tanya sama staf nya dia bilang proses 20 mnt ujung2 nya lama bgt ampun dah pkok nya,685,121,501-1000,169.39999999999998
